Date,Exercise,Category,Weight,Weight Unit,Reps,Distance,Distance Unit,Time,Comment
2025-12-17,Barbell Squat,Legs,45.0,lbs,8,,,,"Warm up, height is now 13, guard 4"
2025-12-17,Barbell Squat,Legs,110.0,lbs,10,,,,""
2025-12-17,Barbell Squat,Legs,115.0,lbs,10,,,,"Last reps were pretty hard"
2025-12-17,Barbell Squat,Legs,115.0,lbs,6,,,,"Hit the weight on the guard rail and as a result lost balance and immediately regained it and set the weight on the guard rail for safety"
2025-12-17,Flat Barbell Bench Press,Chest,45.0,lbs,8,,,,"Warmup"
2025-12-17,Flat Barbell Bench Press,Chest,110.0,lbs,7,,,,""
2025-12-17,Flat Barbell Bench Press,Chest,110.0,lbs,6,,,,""
2025-12-17,Flat Barbell Bench Press,Chest,110.0,lbs,5,,,,""
2025-12-17,Lateral Dumbbell Raise,Shoulders,10.0,lbs,12,,,,"Seated lateral raise. Sitting on bench to prevent me from using momentum with my body. Difficulty significantly increased"
2025-12-17,Lateral Dumbbell Raise,Shoulders,10.0,lbs,12,,,,"Yeah I tried going for 13 but immediately stopped because I wasn't confident I can do it"
2025-12-17,Lateral Dumbbell Raise,Shoulders,10.0,lbs,12,,,,"I had to push through my mental block to get the last 2-3 reps in"
2025-12-17,Lat Pulldown,Back,85.0,lbs,12,,,,"Forearms are definitely a problem as time goes with this exercise. Maybe static holds would help? And/or speeding up the set"
2025-12-17,Lat Pulldown,Back,85.0,lbs,9,,,,"I think my back was the limiting factor. I was starting to slowly be unable to go down further"
2025-12-17,Lat Pulldown,Back,85.0,lbs,7,,,,""
2025-12-17,EZ-Bar Reverse Curl,Arms,45.0,lbs,8,,,,""
2025-12-17,EZ-Bar Reverse Curl,Arms,45.0,lbs,6,,,,"Failing as a result when arms are fully extended on the machine for the ez bar. I believe this points to a weakness in my extensors more than my biceps"
2025-12-17,EZ-Bar Reverse Curl,Arms,45.0,lbs,5,,,,"Yup, forearm extensors definitely burned out before i started getting sore or significantly challenged from biceps"
2025-12-17,Dead Hang,Arms,,,,,,0:00:35,"Added this to log later in the day"
2025-12-17,Dead Hang,Arms,,,,,,0:00:32,""
2025-12-17,Dead Hang,Arms,,,,,,0:00:30,""
2025-12-22,Barbell Squat,Legs,45.0,lbs,10,,,,"Warmup"
2025-12-22,Barbell Squat,Legs,120.0,lbs,10,,,,""
2025-12-22,Barbell Squat,Legs,120.0,lbs,10,,,,"Notice my heart gives out first, overrided my fatigue in my heart and breath because I recognized my muscles weren't the ones failing"
2025-12-22,Barbell Squat,Legs,120.0,lbs,6,,,,"Legs were shaking during the reps and I felt my hips starting to lock out because they were fatigued. Muscles definitely were starting to fail"
2025-12-22,Flat Barbell Bench Press,Chest,45.0,lbs,10,,,,""
2025-12-22,Flat Barbell Bench Press,Chest,110.0,lbs,6,,,,"Using denser plates. Previously, I was using the rubber plates for squat, but now I'm using like thick metal ones, which appear to be significantly harder"
2025-12-22,Flat Barbell Bench Press,Chest,110.0,lbs,5,,,,"Yup, the metal plates are significantly harder than the rubber ones. Unsure as to why that is the case. Maybe because the weight is more condensed?"
2025-12-22,Flat Barbell Bench Press,Chest,110.0,lbs,4,,,,""
2025-12-22,Lateral Dumbbell Raise,Shoulders,10.0,lbs,15,,,,"I pushed my chest and lower back to the seat and slightly engaging abs to prevent issues on my form. Incredibly challenging, especially with a reduction of rest to minute for this exercise"
2025-12-22,Lateral Dumbbell Raise,Shoulders,10.0,lbs,6,,,,"Capped out at 6, i have begun lifting my pinky to the ceiling to get the max difficulty"
2025-12-22,Lateral Dumbbell Raise,Shoulders,10.0,lbs,5,,,,"After this set I'm adding in a slow descent upon failure"
2025-12-22,Lateral Dumbbell Raise,Shoulders,10.0,lbs,4,,,,"Held at the bottom because i still felt my muscle engaged so i want to milk the fatigue"
2025-12-22,EZ-Bar Reverse Curl,Arms,45.0,lbs,10,,,,"I did every rep slowly and held at both ends for a moment to emphasize both as much as possible. The exercises for this workout on Dec 22nd has a rest period of 1 minute"
2025-12-22,EZ-Bar Reverse Curl,Arms,45.0,lbs,6,,,,"Forearm failure"
2025-12-22,EZ-Bar Reverse Curl,Arms,45.0,lbs,3,,,,""
2025-12-22,Lat Pulldown,Back,85.0,lbs,12,,,,""
